idSite,site_name,date,daily_tidal_range
01_RICHMOND,Richmond Lock,2004-10-16,4.704881118881119
01_RICHMOND,Richmond Lock,2004-10-17,4.7955000000000005
01_RICHMOND,Richmond Lock,2004-10-18,4.9251875
01_RICHMOND,Richmond Lock,2004-10-19,4.707020833333334
01_RICHMOND,Richmond Lock,2004-10-20,4.420638888888889
01_RICHMOND,Richmond Lock,2004-10-21,3.2124125874125875
01_RICHMOND,Richmond Lock,2004-10-22,2.872659722222222
01_RICHMOND,Richmond Lock,2004-10-23,3.105194444444445
01_RICHMOND,Richmond Lock,2004-10-24,3.4859861111111115
01_RICHMOND,Richmond Lock,2004-10-25,3.131021582733813
01_RICHMOND,Richmond Lock,2004-10-26,3.691708333333333
01_RICHMOND,Richmond Lock,2004-10-27,4.242569444444444
01_RICHMOND,Richmond Lock,2004-10-28,4.509055944055944
01_RICHMOND,Richmond Lock,2004-10-29,4.569013986013986
01_RICHMOND,Richmond Lock,2004-10-30,4.1950629370629375
01_RICHMOND,Richmond Lock,2004-10-31,4.0776875
01_RICHMOND,Richmond Lock,2004-11-01,3.92444055944056
01_RICHMOND,Richmond Lock,2004-11-02,3.900541666666667
01_RICHMOND,Richmond Lock,2004-11-03,3.486657342657343
01_RICHMOND,Richmond Lock,2004-11-04,3.3844930555555557
01_RICHMOND,Richmond Lock,2004-11-05,2.846652777777778
01_RICHMOND,Richmond Lock,2004-11-06,2.5728541666666667
01_RICHMOND,Richmond Lock,2004-11-07,2.7916993006993005
01_RICHMOND,Richmond Lock,2004-11-08,3.117531468531469
01_RICHMOND,Richmond Lock,2004-11-09,3.477167832167832
01_RICHMOND,Richmond Lock,2004-11-10,3.8307291666666665
01_RICHMOND,Richmond Lock,2004-11-11,3.937319444444445
01_RICHMOND,Richmond Lock,2004-11-12,4.163777777777778
01_RICHMOND,Richmond Lock,2004-11-13,3.8693541666666667
01_RICHMOND,Richmond Lock,2004-11-14,4.601145833333334
01_RICHMOND,Richmond Lock,2004-11-15,4.621291666666667
01_RICHMOND,Richmond Lock,2004-11-16,4.56469014084507
01_RICHMOND,Richmond Lock,2004-11-17,4.208895833333333
01_RICHMOND,Richmond Lock,2004-11-18,4.245701388888889
01_RICHMOND,Richmond Lock,2004-11-19,3.627907142857143
